Comm_ID	Account of relevés	Locations of relevés	Authors	Year of occurances
4746		Laderas de Penavera, Somiedo, Asturias (Spain)	Rivas-Martinez et al. 1984	1984
4746		Entre la Malva y Pola de Somiedo, Asturias (Spain)	Rivas-Martinez et al. 1984	1984
4747		Peña Vieja piedmont and Áliva meadows, Central Massif of the National Park of Picos de Europa (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4747	2	Cuetos de Áliva, Central Massif of the Picos de Europa National Park. At the bottom of the Eastern Massif (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4747		Lloroza (Spain)	Rivas-Martinez et al. 1984	1984
4747		Invernales de Igüedri (Spain)	Rivas-Martinez et al. 1984	1984
4747		Allende, vertiente meridional de Pena Ajero, Macizo Oriental (Spain)	Rivas-Martinez et al. 1984	1984
4747		Prados de Aliva (Spain)	Rivas-Martinez et al. 1984	1984
4747		Horcadina de Covarobres, Macizo Central (Spain)	Rivas-Martinez et al. 1984	1984
4747	2	Las vegas de Sotres (Spain)	Rivas-Martinez et al. 1984	1984
4747		Pico de Camara (Spain)	Rivas-Martinez et al. 1984	1984
4747		Cuetos de Juan Toribio (Spain)	Rivas-Martinez et al. 1984	1984
4747		Poertillas de Avila (Spain)	Rivas-Martinez et al. 1984	1984
4747		Aguja de la Canalona (Spain)	Rivas-Martinez et al. 1984	1984
4747		Pena Olvidada (Spain)	Rivas-Martinez et al. 1984	1984
4747		Canal de Jierro (Spain)	Rivas-Martinez et al. 1984	1984
4747	2	Aliva, Collada de Camara (Spain)	Rivas-Martinez et al. 1984	1984
4747		El Cable (Spain)	Rivas-Martinez et al. 1984	1984
4747		Pico Cortes (Spain)	Rivas-Martinez et al. 1984	1984
4747	2	La Vueltona (Spain)	Rivas-Martinez et al. 1984	1984
4748	n.n.	Regions Pyrénées, Normandie, Bretagne and Départements Sarthe, Maine-et-Loire, Vienne, Haute Vienne, Creuse, Allier, Puy-de-Dome, Corrèze, Cantal, Lozère, Ardennes (France)	Julve 	2024
4748		Callada de Aralia, Leon (Spain)	Penas Merino et  al. 1988	1988
4748		Rioscuro, Leon (Spain)	Penas Merino et  al. 1988	1988
4748		Portilla de la Reina (León, Spain) 	Penas Merino et  al. 1988	1988
4748		Valle del río Esla, Leon (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4749		La Vicilla, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Camzo de la Ribera, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Vidanes, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Tabuyo del Monte, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Ouintala, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Quintana de Fon, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Pantano de Villameca Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Quintana del Castillo, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Pinar de Tabuyo del Monte, Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Riano, Leon Leon (Spain)	Penas Merino et  al. 1988	1988
4749		Barrios de Luna dam. León (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4749		San Roque Leon (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4749		Linares (Cebreiro). Lugo, Galicia (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4749		Linares, Sierra del Caurel (Spain)	Rivas-Martinez et al. 1984	1984
4749		Barrio del Puente, Omanas, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4749		Murias de Paredes, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4749		Montuerto, Bonar,  Leon (Spain)	Rivas-Martinez et al. 1984	1984
4749		Tormaleo, Ibias, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4749		Puerto del Cebreiro, Lugo (Spain)	Rivas-Martinez et al. 1984	1984
4749		Salentinos, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4749		Candin (Spain)	Rivas-Martinez et al. 1984	1984
4749		Puerto de Leitariegos, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4749		Rioscuro, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4750	n.n.	Départements Haut-Rhin, Bas-Rhin, Haute-Marne, Aube, Marne, Saone-et-Loire, Cote d'Or, Yonne, Haute-Saone, Meuse (France)	Julve 	2024
4750	6	Riparian meadows of the Müritz south of Waren/Mecklenburg (Germany)	Passarge	1964
4750	7	North-West-Germany, unfertilized wet single-row mowing meadow (Germany)	Tüxen	1937
4751		Puerto de Somiedo, Leon (Spain)	Penas Merino et  al. 1988	1988
4751		Los Bayos, Leon (Spain)	Penas Merino et  al. 1988	1988
4751		Puerto de Leitariegos, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4751		Puerto de Ancares, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4751		Pico Catoute, sobre Salentinos, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4751	13	in the North-West-German lowlands, in the area of the Querceto-Betuletum (Germany)	Tüxen	1937
4752		Señales pass  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4752		Tarna pass  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4752		San Glorio pass  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4752		Riosol river valley till the villege of Riaño  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4752		Puebla de Lillo   (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4752		Ubiña massif from the Ventana Pass. León – Asturias  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4752		De Vegacerneja al Ponton, Leon  (Spain)	Rivas-Martinez et al. 1984	1984
4752		Valdeon, Pico del Abedular, Leon  (Spain)	Rivas-Martinez et al. 1984	1984
4752		Puerto de Pandetrave, Leon (Spain)	Rivas-Martinez et al. 1984	1984
4752	2	Puerto de San Glorio, Leon  (Spain)	Rivas-Martinez et al. 1984	1984
4752	2	Collada de Dobres, Leon  (Spain)	Rivas-Martinez et al. 1984	1984
4753		Soutelo (Bragança) (Portugal)	Costa et al. 2003	2003
4753		Nogueira (Bragança) (Portugal)	Costa et al. 2003	2003
4753		Caravelas (Bragança) (Portugal)	Costa et al. 2003	2003
4753		Alimonde (Bragança) (Portugal)	Costa et al. 2003	2003
4753		Freixiosa (Miranda do Douro) (Portugal)	Costa et al. 2003	2003
4753		Rebordãos (Bragança) (Portugal)	Costa et al. 2003	2003
4753		Soeira (Vinhais) (Portugal)	Costa et al. 2003	2003
4753		Quintanilha (Bragança) (Portugal)	Costa et al. 2003	2003
4753		Rionegro del Puente (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4753		near the Villafranca  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4753		Entre Villardeciervos y Rio Negro (Zamora, Spain)	Rivas-Martinez et al. 1984	1984
4754	2	El Portelo de Ancares (Lugo, Spain)	Rivas-Martinez 1979	1979
4754		Piedrafita (Lugo, Spain)	Rivas-Martinez 1979	1979
4754		Triacastela (Lugo, Spain)	Rivas-Martinez 1979	1979
4754		Pedrafita del Cebrero (Lugo, Spain)	Rivas-Martinez 1979	1979
4754		Collado del Hospital (Lugo, Spain)	Rivas-Martinez 1979	1979
4754	2	Hospital (Lugo, Spain)	Rivas-Martinez 1979	1979
4754	3	Puerto del Connio (Asturias, Spain)	Rivas-Martinez 1979	1979
4754		Horcada del Frade, Macizo Occidental, Spain	Rivas-Martinez et al. 1984	1984
4755		De Espinosa al Picón Blanco, Espinosa de los Monteros (Spain)	Loidi et al. 2014	2014
4755		De Las Machorras a Espinosa, Espinosa de los Monteros (Spain)	Loidi et al. 2014	2014
4755		Pto. de Palombera, km. 20, Hermandad de Campóo de Suso (Spain)	Loidi et al. 2014	2014
4755		100 m más alto de Entrambasaguas, Campóo, subida al pico Tres Mares (Spain)	Loidi et al. 2014	2014
4755		Hayedo de fondo de valle, Campóo, cerca de Entrambasaguas (Spain)	Loidi et al. 2014	2014
4755		Km. 14, a 4 km de Ruerrero, Valderredible (Spain)	Loidi et al. 2014	2014
4755		De Las Rozas a Montes Claros, Valderredible (Spain)	Loidi et al. 2014	2014
4755		Alto Campóo, pasado Entrambasaguas (Spain)	Loidi et al. 2014	2014
4755		Cerca de Cornejo, Merindad de Sotoscueva (Spain)	Loidi et al. 2014	2014
4755		Hacia Entrambasaguas, Alto Campóo, más abajo del Henar (Spain)	Loidi et al. 2014	2014
4755		Entre Barruelo y Brañosera, Valle de Santullán (Spain)	Loidi et al. 2014	2014
4755		Valdeolea, Hinestrosa de las Quintanillas (Spain)	Loidi et al. 2014	2014
4755		Campoo, cerca de Entrambasaguas (Spain)	Loidi et al. 2014	2014
4755		Entrambasaguas (Spain)	Loidi et al. 2014	2014
4755		Pto. de Palombera, Hermandad de Campóo de Suso (Spain)	Loidi et al. 2014	2014
4755		Pinar de Lillo León (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4755		On the way up to the Ventana pass, near Páramo. Teverga, Asturias (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4755		Iguedri (Spain)	Rivas-Martinez et al. 1984	1984
4755		Barrio, Alto Campoo (Spain)	Rivas-Martinez et al. 1984	1984
4755		Piedras Luengas, Palencia (Spain)	Rivas-Martinez et al. 1984	1984
4755		Casavegas, Alto Pisuerga, Palencia (Spain)	Rivas-Martinez et al. 1984	1984
4755		Vertiente lebaniega del Puerto de San Gloria (Spain)	Rivas-Martinez et al. 1984	1984
4755		Soto de Sajambre (Spain)	Rivas-Martinez et al. 1984	1984
4755		Espinama (Spain)	Rivas-Martinez et al. 1984	1984
4755	2	Cejancas, Valderredible (Spain)	Rivas-Martinez et al. 1984	1984
4755		Vejo, Liebana (Spain)	Rivas-Martinez et al. 1984	1984
4756		Casatejada (Spain)	Belmonte 2008	2008
4756		Cansinas, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4756		La Bazagona,Toril, (Spain)	Belmonte 2008	2008
4756		Vega del Chiquero Toril (Spain)	Belmonte 2008	2008
4756		Belvis de Monroy (Spain)	Belmonte 2008	2008
4756		Saucedilla (Spain)	Belmonte 2008	2008
4756		Solana de Rio Frío, Casas de Miravete o Jaraicejo (Spain)	Belmonte 2008	2008
4756		La Herguijuela, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4756		Puente de Almaraz (Spain)	Belmonte 2008	2008
4756		Valero, Torrejón-Jaraicej (Spain)	Belmonte 2008	2008
4756		Cañaveral (Spain)	Belmonte 2008	2008
4756		Ermita La Peñuela, Casas de Miravete (Spain)	Belmonte 2008	2008
4756		Rincón de Valladolid, Jaraicej (Spain)	Belmonte 2008	2008
4757		in the eastern part of the Manchego sector  (Spain)	Esteso et al. 1991	1991
4758		central-northern areas of the Manchego sector  (Spain)	Esteso et al. 1991	1991
4759		La Mancha (Spain)	Esteso et al. 1991	1991
4759		Sierra del Oso, Los Almagreros (Spain)	Perez Raya et al. 2002	2002
4759		Sierra del Oso, Carrizalejo (Spain)	Perez Raya et al. 2002	2002
4759		Sierra de María, La Dehesa (Spain)	Perez Raya et al. 2002	2002
4759		Sierra de María, Cuesta de Los Altos (Spain)	Perez Raya et al. 2002	2002
4759		Sierra del Oso, Cuesta del Cebo (Spain)	Perez Raya et al. 2002	2002
4760		Font Roja shrine-Cumbre de Menejador summit (Spain)	Costa Talens et Soriano Guarinos 1999 in Rivas-Martinez et al. 2000	1999
4760		Sierra del Rontonar, Benifallim (Spain)	Solanas et Crespo 1998	1998
4760		Sierra de Serella, Mallada de les Cigales (Spain)	Solanas et Crespo 1998	1998
4760		Sierra del Menejador, Font Roja (Spain)	Solanas et Crespo 1998	1998
4760		Sierra Aitana, Font l´Abre (Spain)	Solanas et Crespo 1998	1998
4760		Montcabrer, Sierra Mariola (Spain)	Solanas et Crespo 1998	1998
4761		Montcabrer, Sierra Mariola (Spain)	Costa Talens et Soriano Guarinos 1999 in Rivas-Martinez et al. 2000	1999
4761		Sierra de María, Puntal de Majada Honda (Spain)	Perez Raya et al. 2002	2002
4761		Sierra de María, Alto de La Burrica (Spain)	Perez Raya et al. 2002	2002
4761		Sierra de María, Cerro Cabezo (Spain)	Perez Raya et al. 2002	2002
4761		Sierra de María, El Pontón (Spain)	Perez Raya et al. 2002	2002
4761		Marina Baixa (Spain)	Solanas 1996	1996
4762		Gabaldón, San Jorge (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Gabaldón, Corta de Gateras (Spain)	Rodrigez Rojo et al. 2009	2009
4762	2	Gabaldón, Vallejo de la Cazuela (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Casas de Benítez, Alto del Orujo (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Gabaldón, Las Masegosas (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Alarcón, Embalse de Alarcón (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Pozorrubielos, Peña del Sestero (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Rubielos Alto, Vallejo Hondo (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Alarcón, Cerro de San Bernardo (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Alarcón, El Villar (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Gabaldón, Mojón Arenisco (Spain)	Rodrigez Rojo et al. 2009	2009
4762		Hontecillas, camino de Valdeflores (Spain)	Rodrigez Rojo et al. 2009	2009
4763		Cárcer pass, Costera (Spain)	Costa Talens et Soriano Guarinos 1999 in Rivas-Martinez et al. 2000	1999
4763		 Enguídanos, Cabeza Moya (Spain)	Rodrigez Rojo et al. 2009	2009
4763	2	Enguídanos, La Hoya Gamonar (Spain)	Rodrigez Rojo et al. 2009	2009
4763		 Enguídanos, Pimentero (Spain)	Rodrigez Rojo et al. 2009	2009
4763		La Pesquera; Los Jesares (Spain)	Rodrigez Rojo et al. 2009	2009
4763		 Enguídanos, La Hoz del Pereji (Spain)	Rodrigez Rojo et al. 2009	2009
4763		Enguídanos, Barranco de la Fuente de la Plata (Spain)	Rodrigez Rojo et al. 2009	2009
4763		Enguídanos, Las Ramblas (Spain)	Rodrigez Rojo et al. 2009	2009
4763		Enguídanos, Laderas de la Picona (Spain)	Rodrigez Rojo et al. 2009	2009
4763		Enguídanos, Pista a la Pesquera (Spain)	Rodrigez Rojo et al. 2009	2009
4763		Enguídanos, Las Quebradas (Spain)	Rodrigez Rojo et al. 2009	2009
4764		Puebla de Valverde-Camarena de la Sierra (Spain)	Costa Talens et Soriano Guarinos 1999 in Rivas-Martinez et al. 1999	1999
4765		Ragudo Pass - Sarrion Puebla de Valverde(Spain)	Costa Talens et Soriano Guarinos 1999 in Rivas-Martinez et al. 1999	1999
4766		Penalara, Sierra de Guadarrama (Spain)	Tüxen et Oberdorfer 1958	1953
4767		Feldberg, Black Forest (Germany)	Bartsch et Bartsch; Schaminée et Hennekens	1940-1986
4767		Belchen, Black Forest (Germany)	Bartsch et Bartsch; Schaminée et Hennekens	1940-1986
4767		Schauinsland, Black Forest (Germany) 	Bartsch et Bartsch; Schaminée et Hennekens	1940-1986
4768		High Vosges Mountains  (France)	Issler, Schaminée	1929-1985
4769		Mont du Cantal, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1988
4769		Mont du Mezenc, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1988
4769		Mont Dore, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1988
4770		Mont du Mezenc, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1989
4770		Mont Aigoual, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1989
4770		Mont Dore, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1989
4770		Mont du Cantal, Central Massif (France)	Braun-Blaquet, Schaminée	1926-1989
4771	10	Prignitz (Germany)	Fischer	1960
4771	21	South-West-Mecklenburg, Altmark (Germany)	Passarge	1964
4771	97	from Belgium, the Netherlands, north-western Germany to northern Denmark. In the Netherlands in the Pleistocene sandy regions, uutside on gravel heads in Mergelland and in the dunes of Goeree.	Schaminée et al. 2022	
4772	7	Havelland, Middle- and East-Brandenburg (Germany)	Passarge	1964
4772	6	Central mountains: Sátor; Transdanubia: Vas, Zala, Somogy; Tornai Karszt, Western Bakony: Uzsa; Balaton-vidék: Kisörs (Hungary)	Soó 1964	1964
4773	1	Storkow city forest on the eastern shore of the Kleiner Griesensee lake (Germany)	Krieger	1935
4773	1	Forest Baruth (Germany)	Krieger	1935
4773	2	Beelitz, Karin Heath (Germany)	Krieger	1935
4773	1	Perleberg, Uenzer Heath (Germany)	Krieger	1935
4773	1	Perleberg city forest on the border to Uenzer Heide (Germany)	Krieger	1935
4773	1	Strega, Jänschwalde forest on the way to Grabko (Germany)	Krieger	1935
4773	1	Blesen, forest Schwerin (Warthe) (Germany)	Krieger	1935
4773	1	flat dune valley in the Swatze mountains near Spreenhagen (Germany)	Krieger	1936
4773	1	Klein-Leipsch, Krössinker Heath, west of Nebesdorf forestry (Germany)	Krieger	1936
4774	6	Schwarzwald (Black forest) (Germany)	Bartsch & Bartsch 1940	1940
4774	12	Northern Black Forest (Hornisgrinde, Schliffkopf, Kniebis, Alexanderschanze, Zuflucht) (Germany)	Dierßen	n.n.
4774	n.n.	Regions Bretagne, Normandie, Hauts-de-France and Départements Haute Vienne, Creuse, Corrèze, Cantal, Landes, Pyrénées-Atlantique (France)	Julve 	2024
4774		Rosaninsee, Lungau (Austria)	Krisai et Peer in Grabherr et Mucina 1993	1980
4774	1	Northern Black Forest (Hornisgrinde, Schliffkopf, Kniebis, Alexanderschanze, Zuflucht) (Germany)	Oberdorfer	1969
4774	11	northern mountains of Forez, Vosges, Morvan	Thébaud 2011	2011
4774	5	Upper Harz, Solling (high moors) (Germany)	Tüxen	1937
4775	5	West Mecklenburg (Germany)	Passarge	1964
4775	n.n.	at Saint-Martin-d'Abbat (Departement Loiret, France) on a hillside overlooking the Loire	Pujol et al. 2023	n.n.
4776		High Tauern mountains (Austria) 	Braun-Blanquet in Grabherr et Mucina 1993	1931
4776		Silvretta (Austria)	Dierschke in Grabherr et Mucina 1993	1969
4776		Ötztal Alps (Austria)	Duelli in Grabherr et Mucina 1993	1977
4776		Gerlos plateau  Austria)	Ennemoser in Grabherr et Mucina 1993	1985
4776		Defregger mountain (Austria)	Gander  in Grabherr et Mucina 1993	1984
4776		Patscherkofel near Innsbruck Austria)	Grabherr	1979
4776		Rätikon (Austria)	Grabherr in Grabherr et Mucina 1993	1985
4776		Verwall group (Austria)	Grabherr in Grabherr et Mucina 1993	1993
4776		Nock mountains (Austria)	Hartl in Grabherr et Mucina 1993	1963
4776		Tappenkar (Austria)	Obinger in Grabherr et Mucina 1993	1976
4776		Kitzbühel Alps (Austria) 	Silberberger in Grabherr et Mucina 1993	1990
4776		Rofan region (Austria)	Thimm in Grabherr et Mucina 1993	1953
4776		Stuhleck Austria)	Wagner in Grabherr et Mucina 1993	1967
4776		Hochkönig (Austria)	Weinmeister in Grabherr et Mucina 1993	1983
4777	n.n.	Karawanken and adjacent regions	Aichinger	1956
4777		Karawanken (Austria)	Aichinger in Grabherr et Mucina 1993	1956
4777		Großglockner region (Austria)	Gams 1936in Zöttl 1951	1936
4777	n.n.	Ennstal Alps (Styria, Austria)	Greimler	1991
4777		Ennstal Alps (Austria)	Greimler in Grabherr et Mucina 1993	1991
4777		Achental (Austria)	Kerner von Marilaun 1863 in Zöttl 1951	1863
4777	n.n.	Dachstein (Upper Austria, Styria/Austria)	Morton	1942
4777		Dachstein mountains (Austria)	Morton in Grabherr et Mucina 1993	1942
4777	n.n.	Rofan	Thimm	1953
4777		Rofan region (Austria)	Thimm in Grabherr et Mucina 1993	1953
4777	n.n.	Wetterstein Mountains (Northern Alps, Bavaria/Germany, Tyrol/Austria)	Weber	1981
4777		Wetterstein mountains (Austria)	Weber in Grabherr et Mucina 1993	1981
4777	n.n.	Karawanken and adjacent regions	Zaworka	1970
4777		above Ehrwald (Austria)	Zöttl 1951	1949
4777		above Lermoos (Austria)	Zöttl 1951	1949
4777		near Zugspitzgatterl (Austria)	Zöttl 1951	1949
4777		under Knorrhütte (Germany)	Zöttl 1951	1949
4778	4	Ems region (Germany)	Jonas 1932	1932
4778	n.n	at Neuvy-sur-Barangeon (Departement Cher, France) in Sologne	Pujol et al. 2023	n.n.
4778	61	small atlantic to subatlantic range in Europe. In the Netherland in Drenthe, Overijssel, Gelderland and North Brabant, in Twente and in Limburg, east of the river Maas, among others.	Schaminée et al. 2010	2010
4778	12	Bretagne	Thébaud 2011	2011
4778	11	Ardennes	Thébaud 2011	2011
4778	11	Limousin	Thébaud 2011	2011
4778	20	Atlantic lowlands of NW Germany (climax area of Betulo-Quercetum), wet nutrient-poor lowlands, on acid peat	Tüxen	1937
4779	n.n.	corresponding sites in wet dune valleys of the Baltic coast and the North- and East Frisian Islands (distribution from the Baltic to the southern border of the Dutch Wadden District)	Pott	1992
4780	21	High Vosges	Carbiener	1970
4781	5	Upland of the Swabian Alb (South-West-Alb to Härtsfeld) (Germany)	Faber	1934
4781	10	Upland of the Swabian Alb (South-West-Alb to Härtsfeld) (Germany)	K. Kuhn	1937
4781	39	Upland of the Swabian Alb (South-West-Alb to Härtsfeld) (Germany)	Th. Müller	n.n.
4782		Palencia: Cervera de Pisuerga, Pozo del Curavacas	Rivas-Martinez et al. 2002	2002
4782		León: Villablino/Asturias: Somiedo, Las Camposas (Spain)	Rivas-Martinez et al. 2002	2002
4782	2	León: Candín, Ancares pass (Spain)	Rivas-Martinez et al. 2002	2002
4782		León: Boca de Huérgano/Cantabria: Camaleño, Puertos de Riofrío, Peña Prieta-Cubil del Can (Spain)	Rivas-Martinez et al. 2002	2002
